pollster,date,sampleSize,marginError,dvalue,rvalue,state,Year,Type
Quinnipiac,2014-06-02,,2.7,53.0,33.0,Pennsylvania,2014,Governor
PPP (D),2014-06-01,,3.4,55.0,30.0,Pennsylvania,2014,Governor
Rasmussen Reports,2014-05-28,750.0,4.0,51.0,31.0,Pennsylvania,2014,Governor
Quinnipiac,2014-02-24,,2.6,52.0,33.0,Pennsylvania,2014,Governor
Quinnipiac,2014-12-16,,,44.0,37.0,Pennsylvania,2014,Governor
PPP (D),2014-11-25,,3.7,44.0,32.0,Pennsylvania,2014,Governor
Quinnipiac,2014-03-11,,,39.0,39.0,Pennsylvania,2014,Governor
PPP (D),2014-03-10,,4.4,42.0,33.0,Pennsylvania,2014,Governor
PPP (D),2014-01-06,,3.8,29.0,41.0,Pennsylvania,2014,Governor
rcp_average,,,,51.2,40.2,Pennsylvania,2014,Governor
rcp_average,2014-10-26,,,40.0,36.0,Rhode Island,2014,Governor
Brown University*,2014-10-26,500.0,4.4,38.0,37.0,Rhode Island,2014,Governor
CBS News/NYT/YouGov,2014-10-23,866.0,6.0,40.0,35.0,Rhode Island,2014,Governor
Providence Journal/WPRI*,2014-10-09,505.0,4.4,42.0,36.0,Rhode Island,2014,Governor
Brown University*,2014-10-17,1129.0,2.9,42.0,31.0,Rhode Island,2014,Governor
CBS News/NYT/YouGov,2014-10-01,724.0,4.0,41.0,38.0,Rhode Island,2014,Governor
Rasmussen Reports,2014-09-25,750.0,4.0,42.0,37.0,Rhode Island,2014,Governor
rcp_average,,,,40.0,36.0,Rhode Island,2014,Governor
rcp_average,2014-10-23,,,33.5,49.0,South Carolina,2014,Governor
CBS News/NYT/YouGov,2014-10-23,1566.0,4.0,33.0,50.0,South Carolina,2014,Governor
Palmetto Politics Poll/VSS*,2014-10-19,917.0,3.2,31.0,51.0,South Carolina,2014,Governor
Winthrop*,2014-09-28,1082.0,3.0,34.0,44.0,South Carolina,2014,Governor
Rasmussen Reports,2014-08-26,750.0,4.0,36.0,51.0,South Carolina,2014,Governor
CBS News/NYT/YouGov,2014-10-01,2663.0,2.0,36.0,53.0,South Carolina,2014,Governor
CBS News/NYT/YouGov,2014-09-02,833.0,5.0,35.0,56.0,South Carolina,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,38.0,55.0,South Carolina,2014,Governor
Palmetto Politics Poll/VSS,2014-07-13,1000.0,3.1,40.0,53.0,South Carolina,2014,Governor
Rasmussen Reports,2014-04-15,750.0,4.0,37.0,52.0,South Carolina,2014,Governor
Harper (R),2014-10-28,676.0,3.8,39.0,48.0,South Carolina,2014,Governor
rcp_average,,,,33.5,49.0,South Carolina,2014,Governor
rcp_average,2014-10-26,,,29.0,59.3,South Dakota,2014,Governor
SurveyUSA*,2014-10-26,611.0,4.0,34.0,54.0,South Dakota,2014,Governor
Argus Leader/Mason-Dixon*,2014-10-23,800.0,3.5,26.0,62.0,South Dakota,2014,Governor
NBC News/Marist,2014-10-23,730.0,3.6,28.0,67.0,South Dakota,2014,Governor
CBS News/NYT/YouGov,2014-10-23,527.0,8.0,28.0,54.0,South Dakota,2014,Governor
Harper (R)*,2014-10-11,630.0,3.9,35.0,53.0,South Dakota,2014,Governor
SurveyUSA*,2014-10-05,616.0,4.0,30.0,59.0,South Dakota,2014,Governor
CBS News/NYT/YouGov,2014-10-01,382.0,7.0,31.0,57.0,South Dakota,2014,Governor
Nielson Brothers*,2014-09-25,607.0,3.4,28.0,53.0,South Dakota,2014,Governor
SurveyUSA*,2014-09-07,510.0,4.4,34.0,54.0,South Dakota,2014,Governor
CBS News/NYT/YouGov,2014-09-02,526.0,6.0,28.0,55.0,South Dakota,2014,Governor
Nielson Brothers*,2014-07-28,572.0,4.1,29.0,53.0,South Dakota,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,27.0,66.0,South Dakota,2014,Governor
Rasmussen Reports,2014-06-05,750.0,4.0,35.0,55.0,South Dakota,2014,Governor
SurveyUSA*,2014-05-10,504.0,4.4,23.0,56.0,South Dakota,2014,Governor
rcp_average,,,,29.0,59.3,South Dakota,2014,Governor
rcp_average,2014-10-23,,,30.0,56.5,Tennessee,2014,Governor
CBS News/NYT/YouGov,2014-10-23,974.0,5.0,30.0,58.0,Tennessee,2014,Governor
Rasmussen Reports,2014-08-12,750.0,3.0,30.0,55.0,Tennessee,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1007.0,4.0,28.0,60.0,Tennessee,2014,Governor
CBS News/NYT/YouGov,2014-09-02,1056.0,4.0,29.0,56.0,Tennessee,2014,Governor
rcp_average,,,,30.0,56.5,Tennessee,2014,Governor
rcp_average,2014-10-23,,,35.7,52.7,Texas,2014,Governor
CBS News/NYT/YouGov,2014-10-23,3987.0,3.0,37.0,57.0,Texas,2014,Governor
UT/Texas Tribune*,2014-10-19,866.0,3.3,38.0,54.0,Texas,2014,Governor
KHOU/Houston Public Media,2014-10-16,781.0,3.5,32.0,47.0,Texas,2014,Governor
Rasmussen Reports,2014-10-02,840.0,3.5,40.0,51.0,Texas,2014,Governor
CBS News/NYT/YouGov,2014-10-01,4177.0,2.0,40.0,54.0,Texas,2014,Governor
Texas Lyceum*,2014-09-25,666.0,3.8,40.0,49.0,Texas,2014,Governor
CBS News/NYT/YouGov,2014-09-02,4189.0,2.0,38.0,56.0,Texas,2014,Governor
Rasmussen Reports,2014-08-05,850.0,3.5,40.0,48.0,Texas,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,37.0,54.0,Texas,2014,Governor
UT/Texas Tribune*,2014-06-08,,2.8,32.0,44.0,Texas,2014,Governor
PPP (D),2014-04-13,,4.1,37.0,51.0,Texas,2014,Governor
Rasmussen Reports,2014-03-04,500.0,4.5,41.0,53.0,Texas,2014,Governor
UT/Texas Tribune,2014-02-17,,2.8,36.0,47.0,Texas,2014,Governor
PPP (D),2014-11-04,,4.4,35.0,50.0,Texas,2014,Governor
UT/Texas Tribune,2014-10-27,,2.8,34.0,40.0,Texas,2014,Governor
Texas Lyceum,2014-09-20,,3.5,21.0,29.0,Texas,2014,Governor
PPP (D),2014-07-01,,4.4,40.0,48.0,Texas,2014,Governor
PPP (D),2014-01-27,,4.4,34.0,46.0,Texas,2014,Governor
rcp_average,,,,35.7,52.7,Texas,2014,Governor
CBS News/NYT/YouGov*,2014-10-23,329.0,8.0,47.0,35.0,Vermont,2014,Governor
CBS News/NYT/YouGov*,2014-10-01,328.0,6.0,46.0,29.0,Vermont,2014,Governor
CBS News/NYT/YouGov*,2014-09-02,430.0,6.0,45.0,35.0,Vermont,2014,Governor
Rasmussen Reports,2014-08-28,700.0,4.0,48.0,36.0,Vermont,2014,Governor
CBS News/NYT/YouGov*,2014-07-24,,,52.0,27.0,Vermont,2014,Governor
CBS News/NYT/YouGov*,,329.0,8.0,47.0,35.0,Vermont,2014,Governor
rcp_average,2014-10-31,,,45.3,47.5,Wisconsin,2014,Governor
YouGov,2014-10-31,1494.0,3.4,43.0,45.0,Wisconsin,2014,Governor
Marquette University,2014-10-26,1164.0,3.0,43.0,50.0,Wisconsin,2014,Governor
Rasmussen Reports,2014-10-21,973.0,3.0,49.0,48.0,Wisconsin,2014,Governor
WPR/St. Norbert,2014-10-21,525.0,4.4,46.0,47.0,Wisconsin,2014,Governor
CBS News/NYT/YouGov,2014-10-23,3308.0,3.0,45.0,46.0,Wisconsin,2014,Governor
Marquette University,2014-10-12,803.0,3.5,47.0,47.0,Wisconsin,2014,Governor
CBS News/NYT/YouGov,2014-10-01,1444.0,3.0,49.0,48.0,Wisconsin,2014,Governor
Marquette University,2014-09-28,585.0,4.1,45.0,50.0,Wisconsin,2014,Governor
Marquette University,2014-09-14,589.0,4.1,46.0,49.0,Wisconsin,2014,Governor
Rasmussen Reports,2014-09-16,750.0,4.0,46.0,48.0,Wisconsin,2014,Governor
WeAskAmerica*,2014-09-03,1170.0,3.0,48.0,44.0,Wisconsin,2014,Governor
CBS News/NYT/YouGov,2014-09-02,1473.0,4.0,45.0,49.0,Wisconsin,2014,Governor
Marquette University,2014-08-24,609.0,4.1,49.0,47.0,Wisconsin,2014,Governor
Rasmussen Reports,2014-08-14,750.0,4.0,47.0,48.0,Wisconsin,2014,Governor
Marquette University,2014-07-20,549.0,4.3,47.0,46.0,Wisconsin,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,46.0,47.0,Wisconsin,2014,Governor
Marquette University,2014-05-18,586.0,3.5,45.0,48.0,Wisconsin,2014,Governor
Magellan Strategies (R),2014-04-15,851.0,3.4,47.0,47.0,Wisconsin,2014,Governor
PPP (D),2014-04-20,,2.9,45.0,48.0,Wisconsin,2014,Governor
WPR/St. Norbert,2014-04-03,,,40.0,56.0,Wisconsin,2014,Governor
Marquette University,2014-03-23,,3.5,41.0,48.0,Wisconsin,2014,Governor
Rasmussen Reports,2014-03-11,500.0,4.5,45.0,45.0,Wisconsin,2014,Governor
Marquette University,2014-01-23,,3.5,41.0,47.0,Wisconsin,2014,Governor
Marquette University,2014-10-24,,3.5,45.0,47.0,Wisconsin,2014,Governor
PPP (D),2014-09-16,,2.9,42.0,48.0,Wisconsin,2014,Governor
rcp_average,,,,45.3,47.5,Wisconsin,2014,Governor
rcp_average,2014-10-23,,,33.5,56.5,Wyoming,2014,Governor
CBS News/NYT/YouGov,2014-10-23,258.0,11.0,33.0,58.0,Wyoming,2014,Governor
Rasmussen Reports,2014-08-21,700.0,4.0,34.0,55.0,Wyoming,2014,Governor
CBS News/NYT/YouGov,2014-10-01,264.0,7.0,30.0,53.0,Wyoming,2014,Governor
CBS News/NYT/YouGov,2014-09-02,350.0,8.0,25.0,53.0,Wyoming,2014,Governor
CBS News/NYT/YouGov,2014-07-24,,,25.0,53.0,Wyoming,2014,Governor
rcp_average,,,,33.5,56.5,Wyoming,2014,Governor
