index,pollster,date,sampleSize,marginError,dvalue,rvalue,state,type,year,winner,Type,level_0
1,Trafalgar Group (R),11/5/2018,2135.0,2.1,43.0,52.0,Texas,senate,2018,R,senate,
2,Emerson*,10/30/2018,781.0,3.7,47.0,50.0,Texas,senate,2018,R,senate,
3,CBS 11/Dixie Strategies,10/26/2018,588.0,4.0,42.0,52.0,Texas,senate,2018,R,senate,
4,Quinnipiac,10/28/2018,1078.0,3.5,46.0,51.0,Texas,senate,2018,R,senate,
6,Trafalgar Group (R),11/5/2018,2135.0,2.1,43.0,52.0,Texas,senate,2018,R,senate,
7,Emerson*,10/30/2018,781.0,3.7,47.0,50.0,Texas,senate,2018,R,senate,
10,UT/Texas Tribune*,10/21/2018,927.0,3.2,45.0,51.0,Texas,senate,2018,R,senate,
11,CNN,10/13/2018,716.0,4.5,45.0,52.0,Texas,senate,2018,R,senate,
12,NY Times/Siena,10/11/2018,800.0,3.6,43.0,51.0,Texas,senate,2018,R,senate,
13,Quinnipiac,10/9/2018,730.0,4.4,45.0,54.0,Texas,senate,2018,R,senate,
14,CBS News/YouGov,10/5/2018,881.0,,44.0,50.0,Texas,senate,2018,R,senate,
15,Emerson*,10/5/2018,500.0,4.5,42.0,47.0,Texas,senate,2018,R,senate,
16,Quinnipiac,9/17/2018,807.0,4.1,45.0,54.0,Texas,senate,2018,R,senate,
17,CBS 11/Dixie Strategies,9/7/2018,519.0,4.3,42.0,46.0,Texas,senate,2018,R,senate,
18,Emerson,8/25/2018,550.0,4.4,38.0,39.0,Texas,senate,2018,R,senate,
19,NBC News/Marist,8/16/2018,759.0,3.8,45.0,49.0,Texas,senate,2018,R,senate,
20,Quinnipiac,7/31/2018,1138.0,3.5,43.0,49.0,Texas,senate,2018,R,senate,
21,Texas Lyceum*,7/26/2018,441.0,4.7,39.0,41.0,Texas,senate,2018,R,senate,
22,Gravis,7/7/2018,602.0,4.0,42.0,51.0,Texas,senate,2018,R,senate,
23,CBS News/YouGov,6/22/2018,821.0,,40.0,50.0,Texas,senate,2018,R,senate,
24,UT/Texas Tribune*,6/17/2018,1200.0,2.8,36.0,41.0,Texas,senate,2018,R,senate,
25,Quinnipiac,5/29/2018,961.0,3.8,39.0,50.0,Texas,senate,2018,R,senate,
26,JMC Analytics,5/21/2018,575.0,4.1,40.0,47.0,Texas,senate,2018,R,senate,
27,Quinnipiac,4/17/2018,1029.0,3.6,44.0,47.0,Texas,senate,2018,R,senate,
0,Salt Lake Tribune,10/9/2018,607.0,4.0,23.0,59.0,Utah,senate,2018,R,senate,
1,UtahPolicy/Dan Jones*,8/31/2018,809.0,3.4,29.0,55.0,Utah,senate,2018,R,senate,
2,Salt Lake Tribune/Dan Jones,6/18/2018,654.0,3.9,20.0,58.0,Utah,senate,2018,R,senate,
3,UtahPolicy/Dan Jones*,2/16/2018,609.0,4.0,14.0,60.0,Utah,senate,2018,R,senate,
4,Salt Lake Tribune/Dan Jones,1/18/2018,803.0,3.5,19.0,64.0,Utah,senate,2018,R,senate,
5,UtahPolicy/Dan Jones,9/5/2017,608.0,4.0,26.0,64.0,Utah,senate,2018,R,senate,
6,Salt Lake Tribune,,607.0,4.0,23.0,59.0,Utah,senate,2018,R,senate,
0,Gravis,11/1/2018,885.0,3.3,,30.0,Vermont,senate,2018,NA or ongoing,senate,
1,Vermont Public Radio*,10/14/2018,495.0,4.4,,19.0,Vermont,senate,2018,NA or ongoing,senate,
2,Gravis,,885.0,3.3,,30.0,Vermont,senate,2018,NA or ongoing,senate,
2,Univ. of Mary Washington,9/9/2018,512.0,5.8,52.0,36.0,Virginia,senate,2018,D,senate,
3,Roanoke College*,8/19/2018,512.0,4.3,51.0,34.0,Virginia,senate,2018,D,senate,
4,VCU*,7/30/2018,757.0,3.6,49.0,26.0,Virginia,senate,2018,D,senate,
5,Quinnipiac,6/25/2018,1082.0,3.7,54.0,36.0,Virginia,senate,2018,D,senate,
6,Roanoke College,5/30/2018,555.0,4.2,44.0,33.0,Virginia,senate,2018,D,senate,
7,Christopher Newport Univ.,2/28/2018,1562.0,2.5,56.0,32.0,Virginia,senate,2018,D,senate,
8,Univ. of Mary Washington,9/12/2017,562.0,5.2,53.0,36.0,Virginia,senate,2018,D,senate,
0,Elway Poll,10/9/2018,405.0,5.0,53.0,39.0,Washington,senate,2018,D,senate,
1,Elway Poll,,405.0,5.0,53.0,39.0,Washington,senate,2018,D,senate,
1,Emerson*,10/31/2018,1013.0,3.2,47.0,42.0,West Virginia,senate,2018,D,senate,
2,MetroNews*,10/30/2018,400.0,4.9,45.0,40.0,West Virginia,senate,2018,D,senate,
4,Emerson*,10/31/2018,1013.0,3.2,47.0,42.0,West Virginia,senate,2018,D,senate,
5,MetroNews*,10/30/2018,400.0,4.9,45.0,40.0,West Virginia,senate,2018,D,senate,
6,WSAZ-TV*,10/19/2018,650.0,3.8,52.0,36.0,West Virginia,senate,2018,D,senate,
7,WSAZ-TV*,9/26/2018,650.0,3.8,46.0,38.0,West Virginia,senate,2018,D,senate,
8,Emerson,9/15/2018,825.0,3.5,45.0,33.0,West Virginia,senate,2018,D,senate,
9,MetroNews,8/26/2018,404.0,4.9,46.0,38.0,West Virginia,senate,2018,D,senate,
10,Trafalgar Group (R)*,7/16/2018,1158.0,2.9,50.0,40.0,West Virginia,senate,2018,D,senate,
11,Monmouth,6/19/2018,527.0,5.3,50.0,43.0,West Virginia,senate,2018,D,senate,
12,PPP (D)*,6/13/2018,633.0,,46.0,35.0,West Virginia,senate,2018,D,senate,
13,Gravis,5/22/2018,543.0,4.2,53.0,40.0,West Virginia,senate,2018,D,senate,
14,WPAi (R),5/10/2018,400.0,4.9,44.0,46.0,West Virginia,senate,2018,D,senate,
15,MetroNews,8/20/2018,400.0,4.9,51.0,37.0,West Virginia,senate,2018,D,senate,
1,Emerson,10/31/2018,604.0,4.1,53.0,44.0,Wisconsin,senate,2018,D,senate,
2,Marquette,10/28/2018,1154.0,3.2,54.0,43.0,Wisconsin,senate,2018,D,senate,
4,Emerson,10/31/2018,604.0,4.1,53.0,44.0,Wisconsin,senate,2018,D,senate,
5,Marquette,10/28/2018,1154.0,3.2,54.0,43.0,Wisconsin,senate,2018,D,senate,
6,Marquette,10/7/2018,799.0,3.9,53.0,43.0,Wisconsin,senate,2018,D,senate,
7,NBC News/Marist,10/3/2018,571.0,4.8,54.0,40.0,Wisconsin,senate,2018,D,senate,
8,Marquette,9/16/2018,614.0,4.4,53.0,42.0,Wisconsin,senate,2018,D,senate,
9,Suffolk,8/24/2018,500.0,4.4,50.0,42.0,Wisconsin,senate,2018,D,senate,
10,Marquette,8/19/2018,601.0,4.5,49.0,47.0,Wisconsin,senate,2018,D,senate,
11,Emerson,7/28/2018,632.0,4.2,50.0,36.0,Wisconsin,senate,2018,D,senate,
12,NBC News/Marist,7/19/2018,906.0,3.8,55.0,38.0,Wisconsin,senate,2018,D,senate,
13,Marquette,6/17/2018,800.0,4.0,49.0,40.0,Wisconsin,senate,2018,D,senate,
0,Alaska Survey Research*,10/29/2018,500.0,4.4,42.0,43.0,Alaska,governor,2018,R,governor,
1,Alaska Survey Research*,10/22/2018,500.0,4.4,44.0,48.0,Alaska,governor,2018,R,governor,
2,Alaska Survey Research,10/14/2018,500.0,4.4,45.0,52.0,Alaska,governor,2018,R,governor,
3,Alaska Survey Research,10/6/2018,500.0,4.4,41.0,55.0,Alaska,governor,2018,R,governor,
4,Alaska Survey Research,9/25/2018,500.0,4.4,47.0,50.0,Alaska,governor,2018,R,governor,
5,Alaska Survey Research*,,500.0,4.4,42.0,43.0,Alaska,governor,2018,R,governor,
1,HarrisX,11/4/2018,1400.0,2.6,37.0,56.0,Arizona,governor,2018,R,governor,
2,Emerson,11/3/2018,758.0,3.7,40.0,55.0,Arizona,governor,2018,R,governor,
3,Gravis,11/2/2018,1165.0,2.9,40.0,53.0,Arizona,governor,2018,R,governor,
4,FOX News,10/29/2018,643.0,3.5,37.0,55.0,Arizona,governor,2018,R,governor,
6,HarrisX,11/4/2018,1400.0,2.6,37.0,56.0,Arizona,governor,2018,R,governor,
7,Emerson,11/3/2018,758.0,3.7,40.0,55.0,Arizona,governor,2018,R,governor,
8,HarrisX,11/3/2018,1400.0,2.6,36.0,56.0,Arizona,governor,2018,R,governor,
11,CNN,10/29/2018,702.0,4.4,45.0,52.0,Arizona,governor,2018,R,governor,
12,NBC News/Marist,10/27/2018,506.0,5.4,42.0,55.0,Arizona,governor,2018,R,governor,
13,CBS News/YouGov,10/26/2018,972.0,4.1,41.0,52.0,Arizona,governor,2018,R,governor,
14,ABC 15/OH Predictive Insights,10/23/2018,600.0,4.0,39.0,57.0,Arizona,governor,2018,R,governor,
15,OH Predictive Insights,10/3/2018,600.0,4.0,37.0,54.0,Arizona,governor,2018,R,governor,
16,FOX News,10/2/2018,716.0,3.5,37.0,55.0,Arizona,governor,2018,R,governor,
17,Suffolk*,9/30/2018,500.0,4.4,38.0,50.0,Arizona,governor,2018,R,governor,
18,NBC News/Marist,9/20/2018,564.0,4.7,43.0,51.0,Arizona,governor,2018,R,governor,
19,Emerson*,9/21/2018,650.0,4.4,38.0,42.0,Arizona,governor,2018,R,governor,
20,CNN,9/15/2018,761.0,4.3,46.0,49.0,Arizona,governor,2018,R,governor,
21,FOX News,9/11/2018,710.0,3.5,40.0,51.0,Arizona,governor,2018,R,governor,
22,Gravis,9/7/2018,882.0,5.3,44.0,48.0,Arizona,governor,2018,R,governor,
23,Gravis,7/2/2018,925.0,3.2,42.0,41.0,Arizona,governor,2018,R,governor,
0,Talk Business/Hendrix College*,10/19/2018,528.0,4.3,24.0,60.0,Arkansas,governor,2018,R,governor,
1,The Arkansas Poll,10/28/2018,618.0,3.9,35.0,59.0,Arkansas,governor,2018,R,governor,
2,Talk Business/Hendrix College*,9/7/2018,1701.0,2.4,25.0,60.0,Arkansas,governor,2018,R,governor,
3,Mason-Dixon,3/24/2018,625.0,4.0,24.0,63.0,Arkansas,governor,2018,R,governor,
4,Talk Business/Hendrix College*,,528.0,4.3,24.0,60.0,Arkansas,governor,2018,R,governor,
1,KABC/SurveyUSA,11/5/2018,924.0,4.6,53.0,38.0,California,governor,2018,D,governor,
2,KFI-NBC 4,10/27/2018,1068.0,3.5,55.0,42.0,California,governor,2018,D,governor,
3,Gravis,10/26/2018,743.0,3.5,55.0,35.0,California,governor,2018,D,governor,
4,Berkeley IGS,10/26/2018,1339.0,4.0,58.0,40.0,California,governor,2018,D,governor,
6,KABC/SurveyUSA,11/5/2018,924.0,4.6,53.0,38.0,California,governor,2018,D,governor,
7,KFI-NBC 4,10/27/2018,1068.0,3.5,55.0,42.0,California,governor,2018,D,governor,
10,KFI-NBC 4,10/20/2018,1068.0,3.5,54.0,41.0,California,governor,2018,D,governor,
11,Emerson*,10/19/2018,671.0,4.1,52.0,32.0,California,governor,2018,D,governor,
12,Stanford/YouGov,10/24/2018,2178.0,3.1,53.0,34.0,California,governor,2018,D,governor,
13,PPIC,10/21/2018,989.0,4.2,49.0,38.0,California,governor,2018,D,governor,
14,KFI-NBC 4,10/14/2018,1068.0,3.5,51.0,43.0,California,governor,2018,D,governor,
15,KABC/SurveyUSA,10/14/2018,762.0,4.9,52.0,35.0,California,governor,2018,D,governor,
16,KFI-NBC 4,10/7/2018,1068.0,3.5,54.0,42.0,California,governor,2018,D,governor,
17,LA Times/USC,10/14/2018,,4.0,54.0,31.0,California,governor,2018,D,governor,
18,KFI-NBC 4,9/30/2018,1068.0,3.5,50.0,45.0,California,governor,2018,D,governor,
19,KFI-NBC 4,9/23/2018,1068.0,3.5,53.0,42.0,California,governor,2018,D,governor,
20,PPIC,9/18/2018,964.0,4.4,51.0,39.0,California,governor,2018,D,governor,
21,PPIC,7/17/2018,1020.0,4.3,55.0,31.0,California,governor,2018,D,governor,
22,SurveyUSA,6/27/2018,559.0,5.9,58.0,29.0,California,governor,2018,D,governor,
23,LA Times/USC,6/17/2018,811.0,4.0,45.0,28.0,California,governor,2018,D,governor,
2,Magellan (R)*,10/30/2018,500.0,4.4,45.0,40.0,Colorado,governor,2018,D,governor,
3,OnSight/Keating (D)*,10/30/2018,517.0,4.3,50.0,42.0,Colorado,governor,2018,D,governor,
4,Magellan (R)*,10/10/2018,500.0,4.4,47.0,40.0,Colorado,governor,2018,D,governor,
5,Keating (D)/Magellan (R)*,9/20/2018,600.0,4.0,47.0,40.0,Colorado,governor,2018,D,governor,
1,Gravis,11/1/2018,681.0,3.8,46.0,37.0,Connecticut,governor,2018,D,governor,
2,Hearst/Sacred Heart*,10/31/2018,500.0,4.3,38.0,40.0,Connecticut,governor,2018,D,governor,
3,Emerson,10/29/2018,780.0,3.7,46.0,39.0,Connecticut,governor,2018,D,governor,
4,Quinnipiac,10/28/2018,1201.0,4.0,47.0,43.0,Connecticut,governor,2018,D,governor,
6,Gravis,11/1/2018,681.0,3.8,46.0,37.0,Connecticut,governor,2018,D,governor,
7,Hearst/Sacred Heart*,10/31/2018,500.0,4.3,38.0,40.0,Connecticut,governor,2018,D,governor,
10,Hearst/Sacred Heart*,10/17/2018,501.0,4.3,40.0,36.0,Connecticut,governor,2018,D,governor,
11,Quinnipiac,10/8/2018,767.0,5.0,47.0,39.0,Connecticut,governor,2018,D,governor,
12,Hearst/Sacred Heart,9/17/2018,501.0,4.3,43.0,37.0,Connecticut,governor,2018,D,governor,
13,Gravis,8/27/2018,606.0,4.0,49.0,40.0,Connecticut,governor,2018,D,governor,
14,Quinnipiac,8/21/2018,1029.0,3.9,53.0,37.0,Connecticut,governor,2018,D,governor,
1,Trafalgar Group (R),11/5/2018,1484.0,2.5,47.0,50.0,Florida,governor,2018,R,governor,
2,St. Pete Polls,11/4/2018,3088.0,1.8,50.0,45.0,Florida,governor,2018,R,governor,
3,Emerson,11/3/2018,748.0,3.7,51.0,46.0,Florida,governor,2018,R,governor,
4,HarrisX,11/4/2018,1400.0,2.6,49.0,45.0,Florida,governor,2018,R,governor,
5,Quinnipiac,11/4/2018,1142.0,3.5,50.0,43.0,Florida,governor,2018,R,governor,
7,Trafalgar Group (R),11/5/2018,1484.0,2.5,47.0,50.0,Florida,governor,2018,R,governor,
8,St. Pete Polls,11/4/2018,3088.0,1.8,50.0,45.0,Florida,governor,2018,R,governor,
12,HarrisX,11/3/2018,1400.0,2.6,48.0,45.0,Florida,governor,2018,R,governor,
13,St. Pete Polls,11/2/2018,2733.0,2.0,48.0,46.0,Florida,governor,2018,R,governor,
14,Gravis,11/2/2018,753.0,3.6,48.0,47.0,Florida,governor,2018,R,governor,
15,NBC News/Marist,11/1/2018,595.0,5.0,50.0,46.0,Florida,governor,2018,R,governor,
16,Trafalgar Group (R),10/30/2018,2543.0,1.9,48.0,46.0,Florida,governor,2018,R,governor,
17,USA Today/Suffolk*,10/28/2018,500.0,4.4,45.0,44.0,Florida,governor,2018,R,governor,
18,CNN,10/29/2018,781.0,4.3,49.0,48.0,Florida,governor,2018,R,governor,
19,NY Times/Siena,10/27/2018,737.0,4.0,48.0,43.0,Florida,governor,2018,R,governor,
20,CBS News/YouGov,10/26/2018,991.0,4.0,47.0,46.0,Florida,governor,2018,R,governor,
21,UNF,10/26/2018,1048.0,3.0,49.0,43.0,Florida,governor,2018,R,governor,
22,Gravis,10/23/2018,773.0,3.5,51.0,46.0,Florida,governor,2018,R,governor,
23,St. Pete Polls*,10/21/2018,1575.0,2.5,47.0,46.0,Florida,governor,2018,R,governor,
24,WCTV-TV,10/23/2018,800.0,3.5,45.0,48.0,Florida,governor,2018,R,governor,
25,Florida Atlantic University,10/21/2018,740.0,3.6,41.0,37.0,Florida,governor,2018,R,governor,
26,Bay News 9/SurveyUSA,10/21/2018,665.0,5.0,49.0,42.0,Florida,governor,2018,R,governor,
27,Quinnipiac,10/21/2018,1161.0,3.5,52.0,46.0,Florida,governor,2018,R,governor,
28,CNN,10/20/2018,759.0,4.2,54.0,42.0,Florida,governor,2018,R,governor,
29,St. Pete Polls*,10/16/2018,1974.0,2.2,47.0,46.0,Florida,governor,2018,R,governor,
30,St. Pete Polls*,9/30/2018,2313.0,2.0,47.0,45.0,Florida,governor,2018,R,governor,
31,WCTV-TV,9/30/2018,800.0,3.5,44.0,43.0,Florida,governor,2018,R,governor,
32,Mason-Dixon*,9/27/2018,815.0,3.5,45.0,44.0,Florida,governor,2018,R,governor,
33,Quinnipiac,9/24/2018,888.0,4.0,54.0,45.0,Florida,governor,2018,R,governor,
34,NBC News/Marist,9/20/2018,600.0,4.7,48.0,43.0,Florida,governor,2018,R,governor,
35,UNF,9/19/2018,603.0,4.0,47.0,43.0,Florida,governor,2018,R,governor,
36,Florida Atlantic University,9/16/2018,850.0,3.3,41.0,39.0,Florida,governor,2018,R,governor,
37,Rasmussen Reports,9/11/2018,800.0,3.5,48.0,42.0,Florida,governor,2018,R,governor,
38,SurveyUSA,9/9/2018,634.0,5.3,47.0,43.0,Florida,governor,2018,R,governor,
39,St. Pete Polls,9/6/2018,2240.0,2.1,48.0,47.0,Florida,governor,2018,R,governor,
40,Quinnipiac,9/3/2018,785.0,4.3,50.0,47.0,Florida,governor,2018,R,governor,
41,Gravis,8/30/2018,1225.0,2.8,47.0,45.0,Florida,governor,2018,R,governor,
42,Gravis,7/14/2018,1840.0,2.3,36.0,39.0,Florida,governor,2018,R,governor,
43,Gravis,3/19/2018,2212.0,2.1,33.0,29.0,Florida,governor,2018,R,governor,
1,Trafalgar Group (R),11/3/2018,2171.0,2.1,40.0,52.0,Georgia,governor,2018,R,governor,
2,Emerson,10/31/2018,724.0,3.7,47.0,49.0,Georgia,governor,2018,R,governor,
3,FOX 5 Atlanta/Opinion Savvy*,10/29/2018,623.0,3.9,48.0,47.0,Georgia,governor,2018,R,governor,
4,Atlanta Journal-Constitution,10/30/2018,1091.0,3.0,47.0,47.0,Georgia,governor,2018,R,governor,
5,NBC News/Marist,10/18/2018,554.0,4.8,47.0,49.0,Georgia,governor,2018,R,governor,
7,Trafalgar Group (R),11/3/2018,2171.0,2.1,40.0,52.0,Georgia,governor,2018,R,governor,
8,Emerson,10/31/2018,724.0,3.7,47.0,49.0,Georgia,governor,2018,R,governor,
11,FOX 5 Atlanta/Opinion Savvy*,10/22/2018,824.0,3.4,48.0,48.0,Georgia,governor,2018,R,governor,
13,WXIA-TV/SurveyUSA,10/8/2018,655.0,4.9,45.0,47.0,Georgia,governor,2018,R,governor,
14,Atlanta Journal-Constitution*,10/9/2018,1232.0,2.8,46.0,48.0,Georgia,governor,2018,R,governor,
15,Landmark Communications*,10/1/2018,964.0,3.2,46.0,48.0,Georgia,governor,2018,R,governor,
16,Atlanta Journal-Constitution*,9/4/2018,1020.0,3.1,45.0,45.0,Georgia,governor,2018,R,governor,
17,Gravis,7/29/2018,650.0,3.8,46.0,44.0,Georgia,governor,2018,R,governor,
18,WXIA-TV/SurveyUSA,7/19/2018,1199.0,4.3,44.0,46.0,Georgia,governor,2018,R,governor,
19,Mason-Dixon,2/23/2018,625.0,4.0,40.0,37.0,Georgia,governor,2018,R,governor,
0,Mason-Dixon,7/11/2018,800.0,3.5,57.0,34.0,Hawaii,governor,2018,D,governor,
1,Mason-Dixon,3/18/2018,498.0,4.5,51.0,24.0,Hawaii,governor,2018,D,governor,
2,Mason-Dixon,,800.0,3.5,57.0,34.0,Hawaii,governor,2018,D,governor,
2,The Simon Poll/SIU*,9/29/2018,715.0,3.7,49.0,27.0,Illinois,governor,2018,D,governor,
3,NBC News/Marist*,8/16/2018,734.0,4.4,46.0,30.0,Illinois,governor,2018,D,governor,
4,WeAskAmerica,6/11/2018,600.0,4.0,36.0,27.0,Illinois,governor,2018,D,governor,
5,The Simon Poll/SIU,2/25/2018,1001.0,3.0,50.0,35.0,Illinois,governor,2018,D,governor,
1,Des Moines Register,11/2/2018,801.0,3.5,46.0,44.0,Iowa,governor,2018,R,governor,
2,Emerson,11/1/2018,1462.0,2.7,45.0,49.0,Iowa,governor,2018,R,governor,
3,Univ. of Iowa,10/22/2018,496.0,4.5,44.0,40.0,Iowa,governor,2018,R,governor,
5,Des Moines Register,11/2/2018,801.0,3.5,46.0,44.0,Iowa,governor,2018,R,governor,
6,Emerson,11/1/2018,1462.0,2.7,45.0,49.0,Iowa,governor,2018,R,governor,
8,Des Moines Register,9/20/2018,555.0,4.2,43.0,41.0,Iowa,governor,2018,R,governor,
9,Emerson,9/8/2018,1000.0,3.2,36.0,31.0,Iowa,governor,2018,R,governor,
0,Emerson,10/28/2018,747.0,3.7,43.0,44.0,Kansas,governor,2018,D,governor,
1,Emerson*,9/28/2018,938.0,3.5,36.0,37.0,Kansas,governor,2018,D,governor,
2,PPP (D),9/13/2018,618.0,,38.0,39.0,Kansas,governor,2018,D,governor,
3,PPP (D)*,8/26/2018,877.0,,38.0,39.0,Kansas,governor,2018,D,governor,
4,Remington Research (R),7/20/2018,1189.0,2.9,36.0,35.0,Kansas,governor,2018,D,governor,
0,Emerson,10/29/2018,883.0,3.5,50.0,42.0,Maine,governor,2018,D,governor,
1,Pan Atlantic*,10/7/2018,500.0,4.4,44.0,36.0,Maine,governor,2018,D,governor,
2,Suffolk*,8/6/2018,500.0,4.4,39.0,39.0,Maine,governor,2018,D,governor,
3,Emerson,,883.0,3.5,50.0,42.0,Maine,governor,2018,D,governor,
1,Washington Post,10/7/2018,648.0,4.5,38.0,58.0,Maryland,governor,2018,R,governor,
2,Gonzales Research*,10/6/2018,806.0,3.5,36.0,54.0,Maryland,governor,2018,R,governor,
3,Mason-Dixon*,9/26/2018,625.0,4.0,37.0,52.0,Maryland,governor,2018,R,governor,
4,Goucher College,9/16/2018,472.0,4.5,32.0,54.0,Maryland,governor,2018,R,governor,
6,Washington Post,10/7/2018,648.0,4.5,38.0,58.0,Maryland,governor,2018,R,governor,
7,Gonzales Research*,10/6/2018,806.0,3.5,36.0,54.0,Maryland,governor,2018,R,governor,
10,Gonzales Research,8/8/2018,831.0,3.5,36.0,52.0,Maryland,governor,2018,R,governor,
11,Gonzales Research,6/10/2018,800.0,3.5,34.0,51.0,Maryland,governor,2018,R,governor,
12,Washington Post,6/3/2018,968.0,4.5,39.0,51.0,Maryland,governor,2018,R,governor,
13,Goucher College,4/19/2018,449.0,4.6,31.0,44.0,Maryland,governor,2018,R,governor,
14,Mason-Dixon,2/24/2018,625.0,4.0,33.0,50.0,Maryland,governor,2018,R,governor,
15,Gonzales Research,1/5/2018,823.0,3.5,36.0,49.0,Maryland,governor,2018,R,governor,
16,Mason-Dixon,9/30/2017,625.0,4.0,33.0,49.0,Maryland,governor,2018,R,governor,
1,WBUR/MassINC,10/28/2018,502.0,4.4,25.0,68.0,Massachusetts,governor,2018,R,governor,
2,Western NE University,10/27/2018,402.0,5.0,27.0,65.0,Massachusetts,governor,2018,R,governor,
3,Boston Globe/Suffolk,10/28/2018,500.0,4.4,26.0,65.0,Massachusetts,governor,2018,R,governor,
4,UMass Lowell,10/7/2018,485.0,5.6,27.0,66.0,Massachusetts,governor,2018,R,governor,
6,WBUR/MassINC,10/28/2018,502.0,4.4,25.0,68.0,Massachusetts,governor,2018,R,governor,
7,Western NE University,10/27/2018,402.0,5.0,27.0,65.0,Massachusetts,governor,2018,R,governor,
10,WBUR/MassINC,9/21/2018,506.0,4.4,24.0,68.0,Massachusetts,governor,2018,R,governor,
11,Boston Globe/Suffolk,9/17/2018,500.0,4.4,28.0,55.0,Massachusetts,governor,2018,R,governor,
12,Boston Globe/Suffolk,6/12/2018,500.0,4.4,22.0,52.0,Massachusetts,governor,2018,R,governor,
13,WBUR/MassINC,5/26/2018,501.0,4.4,20.0,60.0,Massachusetts,governor,2018,R,governor,
14,WBUR/MassINC,3/18/2018,504.0,4.4,21.0,60.0,Massachusetts,governor,2018,R,governor,
15,WBUR/MassINC,11/12/2017,504.0,4.4,19.0,59.0,Massachusetts,governor,2018,R,governor,
16,WBUR/MassINC,6/22/2017,504.0,4.4,22.0,55.0,Massachusetts,governor,2018,R,governor,
1,Mitchell Research,11/5/2018,827.0,3.4,48.0,41.0,Michigan,governor,2018,D,governor,
2,Detroit News/WDIV-TV*,10/27/2018,600.0,4.0,50.0,38.0,Michigan,governor,2018,D,governor,
3,Emerson,10/26/2018,822.0,3.6,52.0,41.0,Michigan,governor,2018,D,governor,
5,Mitchell Research,11/5/2018,827.0,3.4,48.0,41.0,Michigan,governor,2018,D,governor,
6,Mitchell Research,11/4/2018,701.0,3.7,54.0,40.0,Michigan,governor,2018,D,governor,
7,Detroit News/WDIV-TV*,10/27/2018,600.0,4.0,50.0,38.0,Michigan,governor,2018,D,governor,
8,Mitchell Research,10/25/2018,400.0,5.0,48.0,43.0,Michigan,governor,2018,D,governor,
10,Target-Insyght,10/24/2018,800.0,3.0,48.0,44.0,Michigan,governor,2018,D,governor,
11,EPIC-MRA*,10/23/2018,600.0,4.0,46.0,41.0,Michigan,governor,2018,D,governor,
12,MRG,10/18/2018,600.0,4.0,50.0,36.0,Michigan,governor,2018,D,governor,
13,Mitchell Research,10/7/2018,654.0,3.8,46.0,38.0,Michigan,governor,2018,D,governor,
14,Detroit News/WDIV-TV,10/2/2018,600.0,4.0,47.0,35.0,Michigan,governor,2018,D,governor,
15,EPIC-MRA*,9/25/2018,600.0,4.0,45.0,37.0,Michigan,governor,2018,D,governor,
16,Mitchell Research,9/13/2018,1009.0,3.0,48.0,38.0,Michigan,governor,2018,D,governor,
17,Target-Insyght/MIRS,9/14/2018,800.0,3.0,50.0,41.0,Michigan,governor,2018,D,governor,
18,Detroit News/WDIV-TV,9/7/2018,600.0,4.0,50.0,36.0,Michigan,governor,2018,D,governor,
19,Gravis,8/16/2018,647.0,3.9,52.0,37.0,Michigan,governor,2018,D,governor,
20,Emerson,7/21/2018,600.0,4.3,43.0,36.0,Michigan,governor,2018,D,governor,
21,NBC News/Marist,7/19/2018,886.0,3.9,47.0,38.0,Michigan,governor,2018,D,governor,
22,Target-Insyght,6/26/2018,800.0,3.0,42.0,37.0,Michigan,governor,2018,D,governor,
23,EPIC-MRA,5/3/2018,600.0,4.0,43.0,38.0,Michigan,governor,2018,D,governor,
24,Detroit News/WDIV-TV,1/19/2018,600.0,4.0,40.0,33.0,Michigan,governor,2018,D,governor,
2,KSTP/SurveyUSA,10/31/2018,600.0,5.3,49.0,41.0,Minnesota,governor,2018,D,governor,
3,Star Tribune/Mason-Dixon,10/17/2018,800.0,3.5,45.0,39.0,Minnesota,governor,2018,D,governor,
4,NBC News/Marist,10/4/2018,637.0,4.9,55.0,38.0,Minnesota,governor,2018,D,governor,
5,Star Tribune/Mason-Dixon,9/12/2018,800.0,3.5,45.0,36.0,Minnesota,governor,2018,D,governor,
6,KSTP/SurveyUSA,9/8/2018,574.0,4.9,47.0,40.0,Minnesota,governor,2018,D,governor,
7,Suffolk*,8/20/2018,500.0,4.4,46.0,41.0,Minnesota,governor,2018,D,governor,
8,Emerson,8/11/2018,500.0,4.6,40.0,33.0,Minnesota,governor,2018,D,governor,
1,Emerson,11/4/2018,1197.0,3.0,48.0,47.0,Nevada,governor,2018,D,governor,
2,HarrisX,11/4/2018,1400.0,2.6,44.0,45.0,Nevada,governor,2018,D,governor,
3,Trafalgar Group (R),11/1/2018,2587.0,1.9,45.0,47.0,Nevada,governor,2018,D,governor,
5,Emerson,11/4/2018,1197.0,3.0,48.0,47.0,Nevada,governor,2018,D,governor,
6,HarrisX,11/4/2018,1400.0,2.6,44.0,45.0,Nevada,governor,2018,D,governor,
8,HarrisX,11/3/2018,1400.0,2.6,44.0,45.0,Nevada,governor,2018,D,governor,
9,CNN*,10/29/2018,622.0,4.8,46.0,45.0,Nevada,governor,2018,D,governor,
10,Gravis,10/26/2018,773.0,3.5,46.0,44.0,Nevada,governor,2018,D,governor,
